é¡žåˆ¥ï¼šæ??‰é???,,,
??bitcoin: (ç¾Žå?),,,
2016/7/17,2,2,
2016/7/24,2,2,
2016/7/31,3,3,
2016/8/7,2,2,
2016/8/14,2,2,
2016/8/21,2,2,
2016/8/28,2,2,
2016/9/4,2,2,
2016/9/11,2,2,
2016/9/18,2,2,
2016/9/25,2,2,
2016/10/2,2,2,
2016/10/9,2,2,
2016/10/16,2,2,
2016/10/23,2,2,
2016/10/30,2,2,
2016/11/6,2,2,
2016/11/13,2,2,
2016/11/20,2,2,
2016/11/27,2,2,
2016/12/4,2,2,
2016/12/11,2,2,
2016/12/18,3,3,
2016/12/25,4,4,
2017/1/1,6,6,1
2017/1/8,4,4,1
2017/1/15,3,3,1
2017/1/22,3,3,1
2017/1/29,3,3,1
2017/2/5,3,3,1
2017/2/12,3,3,1
2017/2/19,4,4,1
2017/2/26,4,4,1
2017/3/5,5,5,1
2017/3/12,4,4,1
2017/3/19,4,4,1
2017/3/26,3,3,1
2017/4/2,3,3,1
2017/4/9,3,3,1
2017/4/16,3,3,1
2017/4/23,4,3,1.333333333
2017/4/30,5,5,1
2017/5/7,7,7,1
2017/5/14,7,8,0.875
2017/5/21,17,16,1.0625
2017/5/28,10,10,1
2017/6/4,10,10,1
2017/6/11,11,11,1
2017/6/18,8,8,1
2017/6/25,8,8,1
2017/7/2,6,7,0.857142857
2017/7/9,7,7,1
2017/7/16,9,9,1
2017/7/23,8,8,1
2017/7/30,12,12,1
2017/8/6,11,11,1
2017/8/13,16,16,1
2017/8/20,12,12,1
2017/8/27,13,12,1.083333333
2017/9/3,12,12,1
2017/9/10,15,15,1
2017/9/17,11,11,1
2017/9/24,9,9,1
2017/10/1,8,8,1
2017/10/8,14,14,1
2017/10/15,14,14,1
2017/10/22,15,15,1
2017/10/29,22,22,1
2017/11/5,23,23,1
2017/11/12,25,25,1
2017/11/19,23,23,1
2017/11/26,64,62,1.032258065
2017/12/3,92,91,1.010989011
2017/12/10,84,83,1.012048193
2017/12/17,100,100,1
2017/12/24,56,56,1
2017/12/31,42,41,1.024390244
2018/1/7,40,,
2018/1/14,51,,
2018/1/21,33,,
2018/1/28,35,,
2018/2/4,43,,
2018/2/11,23,,
2018/2/18,20,,
2018/2/25,16,,
2018/3/4,16,,
2018/3/11,17,,
2018/3/18,15,,
2018/3/25,15,,
2018/4/1,15,,
2018/4/8,14,,
2018/4/15,12,,
2018/4/22,13,,
2018/4/29,11,,
2018/5/6,11,,
2018/5/13,10,,
2018/5/20,10,,
2018/5/27,9,,
2018/6/3,8,,
2018/6/10,12,,
2018/6/17,10,,
2018/6/24,10,,
2018/7/1,8,,
2018/7/8,8,,
2018/7/15,10,,
2018/7/22,11,,
2018/7/29,9,,
2018/8/5,10,,
2018/8/12,10,,
2018/8/19,8,,
2018/8/26,8,,
2018/9/2,8,,
2018/9/9,8,,
2018/9/16,7,,
2018/9/23,6,,
2018/9/30,6,,
2018/10/7,6,,
2018/10/14,6,,
2018/10/21,5,,
2018/10/28,5,,
2018/11/4,5,,
2018/11/11,8,,
2018/11/18,11,,
2018/11/25,11,,
2018/12/2,10,,
2018/12/9,9,,
2018/12/16,9,,
2018/12/23,8,,
2018/12/30,7,,
2019/1/6,6,,
2019/1/13,6,,
2019/1/20,5,,
2019/1/27,5,,
2019/2/3,6,,
2019/2/10,5,,
2019/2/17,6,,
2019/2/24,6,,
2019/3/3,5,,
2019/3/10,5,,
2019/3/17,5,,
2019/3/24,5,,
2019/3/31,10,,
2019/4/7,8,,
2019/4/14,7,,
2019/4/21,7,,
2019/4/28,6,,
2019/5/5,9,,
2019/5/12,15,,
2019/5/19,11,,
2019/5/26,12,,
2019/6/2,9,,
2019/6/9,8,,
2019/6/16,14,,
2019/6/23,23,,
2019/6/30,13,,
2019/7/7,12,,
2019/7/14,12,,
2019/7/21,10,,
2019/7/28,9,,
2019/8/4,10,,
2019/8/11,9,,
2019/8/18,8,,
2019/8/25,8,,
2019/9/1,7,,
2019/9/8,6,,
2019/9/15,6,,
2019/9/22,9,,
2019/9/29,7,,
2019/10/6,7,,
2019/10/13,6,,
2019/10/20,8,,
2019/10/27,7,,
2019/11/3,6,,
2019/11/10,6,,
2019/11/17,7,,
2019/11/24,7,,
2019/12/1,6,,
2019/12/8,6,,
2019/12/15,6,,
2019/12/22,6,,
2019/12/29,6,,
